121520 | wpb 3275.2 | bsz 176.5 | num_updates 68947 | best_loss 2.078
2024-02-05 21:30:18 | INFO | fairseq.checkpoint_utils | Preparing to save checkpoint for epoch 17 @ 68947 updates
2024-02-05 21:31:31 | INFO | train_inner | epoch 018:   1053 / 4056 loss=1.825, nll_loss=0.225, ppl=1.17, wps=58661.1, ups=14.91, wpb=3935.6, bsz=204.7, num_updates=70000, lr=0.000119523, gnorm=0.475, loss_scale=16, train_wall=6, gb_free=29.7, wall=4951
2024-02-05 21:31:38 | INFO | train_inner | epoch 018:   1153 / 4056 loss=1.822, nll_loss=0.221, ppl=1.17, wps=58209.8, ups=14.69, wpb=3961.8, bsz=214.7, num_updates=70100, lr=0.000119438, gnorm=0.391, loss_scale=16, train_wall=6, gb_free=29.7, wall=4958
2024-02-05 21:31:45 | INFO | train_inner | epoch 018:   1253 / 4056 loss=1.818, nll_loss=0.218, ppl=1.16, wps=57772.3, ups=14.66, wpb=3940.3, bsz=215.7, num_updates=70200, lr=0.000119352, gnorm=0.427, loss_scale=16, train_wall=7, gb_free=29.8, wall=4965
2024-02-05 21:31:52 | INFO | train_inner | epoch 018:   1353 / 4056 loss=1.828, nll_loss=0.229, ppl=1.17, wps=58446.8, ups=14.86, wpb=3934, bsz=207, num_updates=70300, lr=0.000119268, gnorm=0.424, loss_scale=16, train_wall=6, gb_free=29.7, wall=4971
2024-02-05 21:31:58 | INFO | train_inner | epoch 018:   1453 / 4056 loss=1.829, nll_loss=0.229, ppl=1.17, wps=58334.2, ups=14.84, wpb=3930.6, bsz=203.8, num_updates=70400, lr=0.000119183, gnorm=0.522, loss_scale=32, train_wall=6, gb_free=29.8, wall=4978
2024-02-05 21:32:05 | INFO | train_inner | epoch 018:   1553 / 4056 loss=1.821, nll_loss=0.22, ppl=1.16, wps=58102.4, ups=14.74, wpb=3942.2, bsz=207.5, num_updates=70500, lr=0.000119098, gnorm=0.454, loss_scale=32, train_wall=7, gb_free=29.8, wall=4985
2024-02-05 21:32:12 | INFO | train_inner | epoch 018:   1653 / 4056 loss=1.828, nll_loss=0.229, ppl=1.17, wps=57763.5, ups=14.72, wpb=3924.8, bsz=215, num_updates=70600, lr=0.000119014, gnorm=0.443, loss_scale=32, train_wall=6, gb_free=29.8, wall=4992
2024-02-05 21:32:19 | INFO | train_inner | epoch 018:   1753 / 4056 loss=1.82, nll_loss=0.22, ppl=1.17, wps=58559.8, ups=14.79, wpb=3960.2, bsz=210.9, num_updates=70700, lr=0.00011893, gnorm=0.421, loss_scale=32, train_wall=6, gb_free=29.8, wall=4998
2024-02-05 21:32:26 | INFO | train_inner | epoch 018:   1853 / 4056 loss=1.831, nll_loss=0.232, ppl=1.17, wps=58862.9, ups=14.87, wpb=3957.6, bsz=213.5, num_updates=70800, lr=0.000118846, gnorm=0.44, loss_scale=32, train_wall=6, gb_free=29.8, wall=5005
2024-02-05 21:32:32 | INFO | train_inner | epoch 018:   1953 / 4056 loss=1.83, nll_loss=0.231, ppl=1.17, wps=58536.2, ups=14.81, wpb=3952.4, bsz=203, num_updates=70900, lr=0.000118762, gnorm=0.471, loss_scale=32, train_wall=6, gb_free=29.8, wall=5012
2024-02-05 21:32:39 | INFO | train_inner | epoch 018:   2053 / 4056 loss=1.826, nll_loss=0.226, ppl=1.17, wps=58627.9, ups=14.74, wpb=3977, bsz=211.2, num_updates=71000, lr=0.000118678, gnorm=0.449, loss_scale=32, train_wall=6, gb_free=29.8, wall=5019
2024-02-05 21:32:46 | INFO | train_inner | epoch 018:   2153 / 4056 loss=1.827, nll_loss=0.228, ppl=1.17, wps=58538, ups=14.76, wpb=3965.2, bsz=205.4, num_updates=71100, lr=0.000118595, gnorm=0.461, loss_scale=32, train_wall=6, gb_free=29.7, wall=5025
2024-02-05 21:32:53 | INFO | train_inner | epoch 018:   2253 / 4056 loss=1.827, nll_loss=0.228, ppl=1.17, wps=58397.7, ups=14.78, wpb=3950.1, bsz=206.6, num_updates=71200, lr=0.000118511, gnorm=0.454, loss_scale=32, train_wall=6, gb_free=29.8, wall=5032
2024-02-05 21:32:59 | INFO | train_inner | epoch 018:   2353 / 4056 loss=1.827, nll_loss=0.227, ppl=1.17, wps=58958, ups=14.85, wpb=3969.1, bsz=203.3, num_updates=71300, lr=0.000118428, gnorm=0.453, loss_scale=32, train_wall=6, gb_free=29.8, wall=5039
2024-02-05 21:33:06 | INFO | train_inner | epoch 018:   2453 / 4056 loss=1.834, nll_loss=0.234, ppl=1.18, wps=58196, ups=14.82, wpb=3926.8, bsz=192.3, num_updates=71400, lr=0.000118345, gnorm=0.48, loss_scale=32, train_wall=6, gb_free=29.8, wall=5046
2024-02-05 21:33:13 | INFO | train_inner | epoch 018:   2553 / 4056 loss=1.84, nll_loss=0.241, ppl=1.18, wps=58441.5, ups=14.86, wpb=3933.6, bsz=208.2, num_updates=71500, lr=0.000118262, gnorm=0.468, loss_scale=32, train_wall=6, gb_free=29.7, wall=5052
2024-02-05 21:33:20 | INFO | train_inner | epoch 018:   2653 / 4056 loss=1.828, nll_loss=0.229, ppl=1.17, wps=58679.4, ups=14.85, wpb=3950.8, bsz=205.1, num_updates=71600, lr=0.00011818, gnorm=0.466, loss_scale=32, train_wall=6, gb_free=29.8, wall=5059
2024-02-05 21:33:26 | INFO | train_inner | epoch 018:   2753 / 4056 loss=1.826, nll_loss=0.227, ppl=1.17, wps=58659.9, ups=14.81, wpb=3960.4, bsz=208.6, num_updates=71700, lr=0.000118097, gnorm=0.466, loss_scale=32, train_wall=6, gb_free=29.8, wall=5066
2024-02-05 21:33:31 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 16.0
2024-02-05 21:33:33 | INFO | train_inner | epoch 018:   2854 / 4056 loss=1.832, nll_loss=0.232, ppl=1.17, wps=57342.6, ups=14.65, wpb=3914.8, bsz=189.8, num_updates=71800, lr=0.000118015, gnorm=0.452, loss_scale=16, train_wall=7, gb_free=29.8, wall=5073
2024-02-05 21:33:40 | INFO | train_inner | epoch 018:   2954 / 4056 loss=1.824, nll_loss=0.224, ppl=1.17, wps=58438.7, ups=14.75, wpb=3961.7, bsz=202, num_updates=71900, lr=0.000117933, gnorm=0.439, loss_scale=16, train_wall=6, gb_free=29.8, wall=5079
2024-02-05 21:33:47 | INFO | train_inner | epoch 018:   3054 / 4056 loss=1.828, nll_loss=0.229, ppl=1.17, wps=58780.7, ups=14.76, wpb=3982.1, bsz=209.4, num_updates=72000, lr=0.000117851, gnorm=0.459, loss_scale=16, train_wall=6, gb_free=29.7, wall=5086
2024-02-05 21:33:53 | INFO | train_inner | epoch 018:   3154 / 4056 loss=1.831, nll_loss=0.231, ppl=1.17, wps=58661.7, ups=14.94, wpb=3925.6, bsz=201, num_updates=72100, lr=0.000117769, gnorm=0.538, loss_scale=16, train_wall=6, gb_free=29.8, wall=5093
2024-02-05 21:34:00 | INFO | train_inner | epoch 018:   3254 / 4056 loss=1.83, nll_loss=0.231, ppl=1.17, wps=57849.2, ups=14.74, wpb=3924.6, bsz=202.9, num_updates=72200, lr=0.000117688, gnorm=0.549, loss_scale=16, train_wall=6, gb_free=29.8, wall=5100
2024-02-05 21:34:07 | INFO | train_inner | epoch 018:   3354 / 4056 loss=1.821, nll_loss=0.221, ppl=1.17, wps=58353, ups=14.72, wpb=3963.4, bsz=216.2, num_updates=72300, lr=0.000117606, gnorm=0.45, loss_scale=16, train_wall=6, gb_free=29.8, wall=5106
2024-02-05 21:34:14 | INFO | train_inner | epoch 018:   3454 / 4056 loss=1.831, nll_loss=0.232, ppl=1.17, wps=58507.3, ups=14.81, wpb=3950.9, bsz=206.2, num_updates=72400, lr=0.000117525, gnorm=0.485, loss_scale=16, train_wall=6, gb_free=29.8, wall=5113
2024-02-05 21:34:20 | INFO | train_inner | epoch 018:   3554 / 4056 loss=1.825, nll_loss=0.225, ppl=1.17, wps=58250.8, ups=14.8, wpb=3935.1, bsz=205.5, num_updates=72500, lr=0.000117444, gnorm=0.45, loss_scale=16, train_wall=6, gb_free=29.8, wall=5120
2024-02-05 21:34:27 | INFO | train_inner | epoch 018:   3654 / 4056 loss=1.83, nll_loss=0.231, ppl=1.17, wps=57161.4, ups=14.75, wpb=3875.9, bsz=205.4, num_updates=72600, lr=0.000117363, gnorm=0.451, loss_scale=16, train_wall=6, gb_free=29.8, wall=5127
2024-02-05 21:34:34 | INFO | train_inner | epoch 018:   3754 / 4056 loss=1.827, nll_loss=0.227, ppl=1.17, wps=57979.7, ups=14.8, wpb=3917.4, bsz=201.6, num_updates=72700, lr=0.000117282, gnorm=0.454, loss_scale=16, train_wall=6, gb_free=29.8, wall=5134
2024-02-05 21:34:41 | INFO | train_inner | epoch 018:   3854 / 4056 loss=1.828, nll_loss=0.229, ppl=1.17, wps=57704.2, ups=14.77, wpb=3907.3, bsz=201.7, num_updates=72800, lr=0.000117202, gnorm=0.507, loss_scale=16, train_wall=6, gb_free=29.7, wall=5140
2024-02-05 21:34:48 | INFO | train_inner | epoch 018:   3954 / 4056 loss=1.823, nll_loss=0.224, ppl=1.17, wps=58402.8, ups=14.82, wpb=3940.6, bsz=217.8, num_updates=72900, lr=0.000117121, gnorm=0.427, loss_scale=16, train_wall=6, gb_free=29.8, wall=5147
2024-02-05 21:34:54 | INFO | train_inner | epoch 018:   4054 / 4056 loss=1.836, nll_loss=0.237, ppl=1.18, wps=59265.1, ups=14.97, wpb=3959, bsz=203.6, num_updates=73000, lr=0.000117041, gnorm=0.446, loss_scale=16, train_wall=6, gb_free=29.8, wall=5154
2024-02-05 21:34:54 | INFO | fairseq_cli.train | begin validation on "valid" subset
2024-02-05 21:34:54 | INFO | fairseq.tasks.fairseq_task | can_reuse_epoch_itr = True
2024-02-05 21:34:57 | INFO | valid | epoch 018 | valid on 'valid' subset | loss 2.098 | nll_loss 0.37 | ppl 1.29 | wps 129310 | wpb 3275.2 | bsz 176.5 | num_updates 73002 | best_loss 2.078
2024-02-05 21:34:57 | INFO | fairseq.checkpoint_utils | Preparing to save checkpoint for epoch 18 @ 73002 updates
2024-02-05 21:34:57 | INFO | fairseq.trainer | Saving checkpoint to /pfs/work7/workspace/scratch/uxude-MT/train/train_punctuation_covost_enhancement/models/checkpoint18.pt
2024-02-05 21:34:58 | INFO | fairseq.trainer | Finished saving checkpoint to /pfs/work7/workspace/scratch/uxude-MT/train/train_punctuation_covost_enhancement/models/checkpoint18.pt
2024-02-05 21:34:59 | INFO | fairseq.checkpoint_utils | Saved checkpoint /pfs/work7/workspace/scratch/uxude-MT/train/train_punctuation_covost_enhancement/models/checkpoint18.pt (epoch 18 @ 73002 updates, score 2.098) (writing took 2.2784691881388426 seconds)
2024-02-05 21:34:59 | INFO | fairseq_cli.train | end of epoch 18 (average epoch stats below)
2024-02-05 21:34:59 | INFO | train | epoch 018 | loss 1.827 | nll_loss 0.227 | ppl 1.17 | wps 57277.5 | ups 14.54 | wpb 3939.7 | bsz 205.9 | num_updates 73002 | lr 0.00011704 | gnorm 0.461 | loss_scale 16 | train_wall 262 | gb_free 29.8 | wall 5158
2024-02-05 21:34:59 | INFO | fairseq.tasks.fairseq_task | can_reuse_epoch_itr = True
2024-02-05 21:34:59 | INFO | fairseq.data.iterators | grouped total_num_itrs = 4056
2024-02-05 21:34:59 | INFO | fairseq.trainer | begin training epoch 19
2024-02-05 21:34:59 | INFO | fairseq_cli.train | Start iterating over samples
2024-02-05 21:35:06 | INFO | train_inner | epoch 019:     98 / 4056 loss=1.818, nll_loss=0.217, ppl=1.16, wps=34285.3, ups=8.65, wpb=3962.3, bsz=200.5, num_updates=73100, lr=0.000116961, gnorm=0.486, loss_scale=16, train_wall=7, gb_free=29.9, wall=5165
2024-02-05 21:35:12 | INFO | train_inner | epoch 019:    198 / 4056 loss=1.824, nll_loss=0.224, ppl=1.17, wps=58581.2, ups=14.85, wpb=3944.2, bsz=208.9, num_updates=73200, lr=0.000116881, gnorm=0.487, loss_scale=16, train_wall=6, gb_free=29.8, wall=5172
2024-02-05 21:35:19 | INFO | train_inner | epoch 019:    298 / 4056 loss=1.819, nll_loss=0.219, ppl=1.16, wps=58015.8, ups=14.69, wpb=3948.7, bsz=212.4, num_updates=73300, lr=0.000116801, gnorm=0.443, loss_scale=16, train_wall=6, gb_free=29.8, wall=5179
2024-02-05 21:35:26 | INFO | train_inner | epoch 019:    398 / 4056 loss=1.819, nll_loss=0.218, ppl=1.16, wps=57637.4, ups=14.79, wpb=3897.7, bsz=199, num_updates=73400, lr=0.000116722, gnorm=0.485, loss_scale=16, train_wall=6, gb_free=29.9, wall=5186
2024-02-05 21:35:33 | INFO | train_inner | epoch 019:    498 / 4056 loss=1.819, nll_loss=0.219, ppl=1.16, wps=57973.2, ups=14.76, wpb=3927.2, bsz=216.7, num_updates=73500, lr=0.000116642, gnorm=0.417, loss_scale=16, train_wall=6, gb_free=29.7, wall=5192
2024-02-05 21:35:40 | INFO | train_inner | epoch 019:    598 / 4056 loss=1.82, nll_loss=0.22, ppl=1.16, wps=58854.6, ups=14.84, wpb=3965.8, bsz=210.5, num_updates=73600, lr=0.000116563, gnorm=0.473, loss_scale=16, train_wall=6, gb_free=29.7, wall=5199
2024-02-05 21:35:46 | INFO | train_inner | epoch 019:    698 / 4056 loss=1.82, nll_loss=0.22, ppl=1.16, wps=58271.6, ups=14.68, wpb=3969.8, bsz=210.2, num_updates=73700, lr=0.000116484, gnorm=0.459, loss_scale=16, train_wall=7, gb_free=29.7, wall=5206
2024-02-05 21:35:53 | INFO | train_inner | epoch 019:    798 / 4056 loss=1.823, nll_loss=0.224, ppl=1.17, wps=58342.2, ups=14.73, wpb=3961.3, bsz=208.6, num_updates=73800, lr=0.000116405, gnorm=0.428, loss_scale=16, train_wall=6, gb_free=29.8, wall=5213
2024-02-05 21:36:00 | INFO | train_inner | epoch 019:    898 / 4056 loss=1.82, nll_loss=0.221, ppl=1.17, wps=58386.9, ups=14.85, wpb=3932.2, bsz=208.7, num_updates=73900, lr=0.000116326, gnorm=0.485, loss_scale=16, train_wall=6, gb_free=29.7, wall=5219
2024-02-05 21:36:07 | INFO | train_inner | epoch 019:    998 / 4056 loss=1.819, nll_loss=0.219, ppl=1.16, wps=58488.2, ups=14.75, wpb=3965.7, bsz=210.5, num_updates=74000, lr=0.000116248, gnorm=0.445, loss_scale=16, train_wall=6, gb_free=29.8, wall=5226
2024-02-05 21:36:13 | INFO | train_inner | epoch 019:   1098 / 4056 loss=1.821, nll_loss=0.221, ppl=1.17, wps=58021.8, ups=14.72, wpb=3942.6, bsz=209, num_updates=74100, lr=0.000116169, gnorm=0.44, loss_scale=16, train_wall=6, gb_free=29.8, wall=5233
2024-02-05 21:36:20 | INFO | train_inner | epoch 019:   1198 / 4056 loss=1.82, nll_loss=0.22, ppl=1.17, wps=57655.8, ups=14.73, wpb=3913, bsz=211, num_updates=74200, lr=0.000116091, gnorm=0.478, loss_scale=16, train_wall=6, gb_free=29.8, wall=5240
2024-02-05 21:36:27 | INFO | train_inner | epoch 019:   1298 / 4056 loss=1.818, nll_loss=0.219, ppl=1.16, wps=58507.1, ups=14.77, wpb=3962.2, bsz=206.7, num_updates=74300, lr=0.000116013, gnorm=0.444, loss_scale=16, train_wall=6, gb_free=29.8, wall=5247
2024-02-05 21:36:34 | INFO | train_inner | epoch 019:   1398 / 4056 loss=1.826, nll_loss=0.227, ppl=1.17, wps=58329.2, ups=14.81, wpb=3937.3, bsz=195, num_updates=74400, lr=0.000115935, gnorm=0.478, loss_scale=16, train_wall=6, gb_free=29.7, wall=5253
2024-02-05 21:36:41 | INFO | train_inner | epoch 019:   1498 / 4056 loss=1.818, nll_loss=0.218, ppl=1.16, wps=58272.6, ups=14.74, wpb=3952.6, bsz=206.4, num_updates=74500, lr=0.000115857, gnorm=0.439, loss_scale=16, train_wall=6, gb_free=29.8, wall=5260
2024-02-05 21:36:47 | INFO | train_inner | epoch 019:   1598 / 4056 loss=1.823, nll_loss=0.224, ppl=1.17, wps=58083.7, ups=14.75, wpb=3938.9, bsz=199.4, num_updates=74600, lr=0.000115779, gnorm=0.447, loss_scale=16, train_wall=6, gb_free=29.7, wall=5267
2024-02-05 21:36:54 | INFO | train_inner | epoch 019:   1698 / 4056 loss=1.818, nll_loss=0.218, ppl=1.16, wps=58169.9, ups=14.75, wpb=3944, bsz=201.5, num_updates=74700, lr=0.000115702, gnorm=0.492, loss_scale=16, train_wall=6, gb_free=29.8, wall=5274
2024-02-05 21:37:01 | INFO | train_inner | epoch 019:   1798 / 4056 loss=1.823, nll_loss=0.223, ppl=1.17, wps=58019.1, ups=14.83, wpb=3912.8, bsz=204.2, num_updates=74800, lr=0.000115624, gnorm=0.481, loss_scale=16, train_wall=6, gb_free=29.7, wall=5280
2024-02-05 21:37:08 | INFO | train_inner | epoch 019:   1898 / 4056 loss=1.826, nll_loss=0.227, ppl=1.17, wps=58134.5, ups=14.8, wpb=3927.4, bsz=214.3, num_updates=74900, lr=0.000115547, gnorm=0.476, loss_scale=16, train_wall=6, gb_free=29.8, wall=5287
2024-02-05 21:37:14 | INFO | train_inner | epoch 019:   1998 / 4056 loss=1.831, nll_loss=0.232, ppl=1.17, wps=58131.3, ups=14.76, wpb=3938.7, bsz=206.1, num_updates=75000, lr=0.00011547, gnorm=0.454, loss_scale=16, train_wall=6, gb_free=29.7, wall=5294
2024-02-05 21:37:21 | INFO | train_inner | epoch 019:   2098 / 4056 loss=1.821, nll_loss=0.221, ppl=1.17, wps=57179.3, ups=14.72, wpb=3883.4, bsz=199.4, num_updates=75100, lr=0.000115393, gnorm=0.449, loss_scale=16, train_wall=6, gb_free=29.8, wall=5301
2024-02-05 21:37:28 | INFO | train_inner | epoch 019:   2198 / 4056 loss=1.824, nll_loss=0.225, ppl=1.17, wps=58210.1, ups=14.74, wpb=3949.5, bsz=218.8, num_updates=75200, lr=0.000115316, gnorm=0.433, loss_scale=16, train_wall=6, gb_free=29.7, wall=5308
2024-02-05 21:37:35 | INFO | train_inner | epoch 019:   2298 / 4056 loss=1.822, nll_loss=0.223, ppl=1.17, wps=58852.2, ups=14.88, wpb=3955.3, bsz=203.4, num_updates=75300, lr=0.00011524, gnorm=0.475, loss_scale=16, train_wall=6, gb_free=29.7, wall=5314
2024-02-05 21:37:42 | INFO | train_inner | epoch 019:   2398 / 4056 loss=1.824, nll_loss=0.224, ppl=1.17, wps=56819.3, ups=14.48, wpb=3924.1, bsz=196, num_updates=75400, lr=0.000115163, gnorm=0.429, loss_scale=16, train_wall=7, gb_free=29.8, wall=5321
2024-02-05 21:37:48 | INFO | train_inner | epoch 019:   2498 / 4056 loss=1.825, nll_loss=0.226, ppl=1.17, wps=57925.3, ups=14.71, wpb=3937.2, bsz=212.1, num_updates=75500, lr=0.000115087, gnorm=0.423, loss_scale=16, train_wall=6, gb_free=29.8, wall=5328
2024-02-05 21:37:55 | INFO | train_inner | epoch 019:   2598 / 4056 loss=1.828, nll_loss=0.229, ppl=1.17, wps=57757.1, ups=14.81, wpb=3899.1, bsz=198.2, num_updates=75600, lr=0.000115011, gnorm=0.479, loss_scale=16, train_wall=6, gb_free=29.7, wall=5335
2024-02-05 21:38:02 | INFO | train_inner | epoch 019:   2698 / 4056 loss=1.825, nll_loss=0.226, ppl=1.17, wps=58929.7, ups=14.89, wpb=3958.3, bsz=208.6, num_updates=75700, lr=0.000114935, gnorm=0.452, loss_scale=16, train_wall=6, gb_free=29.7, wall=5341
2024-02-05 21:38:09 | INFO | train_inner | epoch 019:   2798 / 4056 loss=1.829, nll_loss=0.23, ppl=1.17, wps=58192.8, ups=14.79, wpb=3934.8, bsz=199.5, num_updates=75800, lr=0.000114859, gnorm=0.456, loss_scale=16, train_wall=6, gb_free=29.8, wall=5348
2024-02-05 21:38:15 | INFO | train_inner | epoch 019:   2898 / 4056 loss=1.826, nll_loss=0.227, ppl=1.17, wps=58762.7, ups=14.75, wpb=3984.3, bsz=216.6, num_updates=75900, lr=0.000114783, gnorm=0.451, loss_scale=16, train_wall=6, gb_free=29.7, wall=5355
2024-02-05 21:38:22 | INFO | train_inner | epoch 019:   2998 / 4056 loss=1.824, nll_loss=0.225, ppl=1.17, wps=57654.2, ups=14.78, wpb=3901.7, bsz=208.2, num_updates=76000, lr=0.000114708, gnorm=0.472, loss_scale=16, train_wall=6, gb_free=29.8, wall=5362
2024-02-05 21:38:29 | INFO | train_inner | epoch 019:   3098 / 4056 loss=1.823, nll_loss=0.223, ppl=1.17, wps=58771.9, ups=14.83, wpb=3962.5, bsz=211, num_updates=76100, lr=0.000114632, gnorm=0.478, loss_scale=16, train_wall=6, gb_free=29.7, wall=5368
2024-02-05 21:38:36 | INFO | train_inner | epoch 019:   3198 / 4056 loss=1.826, nll_loss=0.226, ppl=1.17, wps=57981.5, ups=14.76, wpb=3927.2, bsz=209.1, num_updates=76200, lr=0.000114557, gnorm=0.518, loss_scale=16, train_wall=6, gb_free=29.8, wall=5375
2024-02-05 21:38:42 | INFO | train_inner | epoch 019:   3298 / 4056 loss=1.824, nll_loss=0.225, ppl=1.17, wps=57804.8, ups=14.7, wpb=3931.6, bsz=213.2, num_updates=76300, lr=0.000114482, gnorm=0.454, loss_scale=16, train_wall=6, gb_free=29.8, wall=5382
2024-02-05 21:38:49 | INFO | train_inner | epoch 019:   3398 / 4056 loss=1.828, nll_loss=0.228, ppl=1.17, wps=58755.3, ups=14.85, wpb=3956.8, bsz=201.5, num_updates=76400, lr=0.000114407, gnorm=0.47, loss_scale=16, train_wall=6, gb_free=29.8, wall=5389
2024-02-05 21:38:56 | INFO | train_inner | epoch 019:   3498 / 4056 loss=1.829, nll_loss=0.23, ppl=1.17, wps=58121.5, ups=14.83, wpb=3918.3, bsz=197.4, num_updates=76500, lr=0.000114332, gnorm=0.479, loss_scale=16, train_wall=6, gb_free=29.7, wall=5396
2024-02-05 21:39:03 | INFO | train_inner | epoch 019:   3598 / 4056 loss=1.831, nll_loss=0.232, ppl=1.17, wps=58918, ups=14.93, wpb=3945.4, bsz=202.5, num_updates=76600, lr=0.000114258, gnorm=0.529, loss_scale=16, train_wall=6, gb_free=29.7, wall=5402
2024-02-05 21:39:09 | INFO | train_inner | epoch 019:   3698 / 4056 loss=1.827, nll_loss=0.227, ppl=1.17, wps=58036.6, ups=14.78, wpb=3928, bsz=191.2, num_updates=76700, lr=0.000114183, gnorm=0.451, loss_scale=16, train_wall=6, gb_free=29.7, wall=5409
2024-02-05 21:39:16 | INFO | train_inner | epoch 019:   3798 / 4056 loss=1.827, nll_loss=0.228, ppl=1.17, wps=58342.9, ups=14.77, wpb=3949.3, bsz=213, num_updates=76800, lr=0.000114109, gnorm=0.446, loss_scale=16, train_wall=6, gb_free=29.8, wall=5416
2024-02-05 21:39:23 | INFO | train_inner | epoch 019:   3898 / 4056 loss=1.822, nll_loss=0.223, ppl=1.17, wps=58611.4, ups=14.77, wpb=3967.5, bsz=213.6, num_updates=76900, lr=0.000114035, gnorm=0.395, loss_scale=16, train_wall=6, gb_free=29.7, wall=5423
